	Subjects	Trial	Delay	RTs						
912	5	112	500	281.7891907						
913	5	113	100	388.517498						
914	5	114	500	200.067655						
915	5	115	500	236.6297027						
916	5	116	500	193.6153393						
917	5	117	500	302.513252						
918	5	118	500	178.3689153						
919	5	119	500	161.781933						
920	5	120	100	292.522118						
921	5	121	100	323.7959411						
922	5	122	500	306.7098845						
923	5	123	100	360.4086539						
924	5	124	100	380.164905						
925	5	125	500	280.4159639						
926	5	126	100	430.9728991						
927	5	127	100	338.675457						
928	5	128	100	421.9512665						
929	5	129	100	361.5390521						
930	5	130	100	340.5051258						
931	5	131	500	262.2280237						
932	5	132	500	251.3228214						
933	5	133	100	415.7467022						
934	5	134	100	293.6619484						
935	5	135	500	301.26914						
936	5	136	500	351.0381837						
937	5	137	100	295.5352952						
938	5	138	100	358.7092428						
939	5	139	500	283.3397515						
940	5	140	100	287.1848056						
941	5	141	500	245.8299585						
942	5	142	100	299.3176386						
943	5	143	100	328.2768157						
944	5	144	100	432.8710093						
945	5	145	500	290.6112095						
946	5	146	500	321.3726276						
947	5	147	100	339.3602567						
948	5	148	100	408.5126591						
949	5	149	100	388.3590396						
950	5	150	100	347.6764342						
951	5	151	500	203.6857211						
952	5	152	500	213.4139403						
953	5	153	500	264.7261067						
954	5	154	100	321.6465424						
955	5	155	500	329.6844104						
956	5	156	500	308.2853419						
957	5	157	500	150.0349422						
958	5	158	100	318.9852848						
959	5	159	100	295.5374556						
960	5	160	100	377.2986197						
961	5	161	500	204.6950452						
962	5	162	100	452.6554763						
963	5	163	500	325.0163429						
964	5	164	100	314.8743573						
965	5	165	500	240.201733						
966	5	166	100	322.5488024						
967	5	167	100	417.5734391						
968	5	168	500	304.8998688						
969	5	169	500	186.1713808						
970	5	170	500	238.361135						
971	5	171	500	282.906221						
972	5	172	500	150.9583585						
973	5	173	500	229.5195326						
974	5	174	500	232.7829068						
975	5	175	500	168.3114047						
976	5	176	100	335.5587528						
977	5	177	100	330.7211565						
978	5	178	500	240.2978908						
979	5	179	100	368.4514823						
980	5	180	500	234.0553687						
981	5	181	500	247.4358831						
982	5	182	100	339.0523106						
983	5	183	100	406.8388934						
984	5	184	100	382.2149589						
985	5	185	500	224.7577274						
986	5	186	100	332.6435981						
987	5	187	500	176.5902798						
988	5	188	100	386.9804562						
989	5	189	100	362.9033812						
990	5	190	500	198.915083						
991	5	191	500	267.3766418						
992	5	192	100	283.9379349						
993	5	193	100	419.5413022						
994	5	194	100	452.8685265						
995	5	195	500	188.4499405						
996	5	196	100	450.683392						
997	5	197	100	395.6613966						
998	5	198	100	419.5872001						
999	5	199	100	271.2955438						
1000	5	200	500	236.4763395						
1001	6	1	100	374.7840561						
1002	6	2	100	303.8846689						
1003	6	3	100	329.0116462						
1004	6	4	100	332.1984164						
1005	6	5	100	370.6257897						
1006	6	6	100	394.1058549						
1007	6	7	500	306.4890932						
1008	6	8	100	284.7765992						
1009	6	9	500	371.5859354						
1010	6	10	500	330.727514						
1011	6	11	100	440.3556177						
1012	6	12	500	246.5153264						
1013	6	13	500	260.7747312						
1014	6	14	500	234.7005025						
1015	6	15	100	335.8369635						
1016	6	16	500	236.0965051						
1017	6	17	500	213.4436804						
1018	6	18	500	261.1913141						
1019	6	19	100	398.4082901						
1020	6	20	100	317.4341985						
1021	6	21	500	268.668671						
1022	6	22	100	368.5195112						
1023	6	23	100	400.7079212						
1024	6	24	500	270.2344599						
1025	6	25	100	292.1869802						
1026	6	26	500	281.141048						
1027	6	27	500	191.501275						
1028	6	28	500	156.455269						
1029	6	29	100	380.3027951						
1030	6	30	500	277.6944611						
1031	6	31	500	270.604194						
1032	6	32	500	294.6150144						
1033	6	33	500	267.5917893						
1034	6	34	100	338.7242506						
1035	6	35	100	371.4646605						
1036	6	36	500	205.5918151						
1037	6	37	500	248.5428885						
1038	6	38	500	327.3250469						
1039	6	39	500	167.9356784						
1040	6	40	100	379.0185762						
1041	6	41	500	322.8583306						
1042	6	42	100	438.6248949						
1043	6	43	500	308.8480849						
1044	6	44	100	363.2948947						
1045	6	45	500	335.083957						
1046	6	46	500	227.9912906						
1047	6	47	100	485.3355183						
1048	6	48	100	405.2218729						
1049	6	49	500	311.6708446						
1050	6	50	100	357.8023822						
1051	6	51	500	279.7251811						
1052	6	52	500	344.142272						
1053	6	53	100	348.6697447						
1054	6	54	100	308.9751962						
1055	6	55	100	255.5230804						
1056	6	56	100	368.9740332						
1057	6	57	500	195.1970663						
1058	6	58	500	302.3138865						
1059	6	59	500	244.9421389						
1060	6	60	100	401.2333382						
1061	6	61	500	190.4278038						
1062	6	62	500	288.9888953						
1063	6	63	100	426.7041448						
1064	6	64	500	243.0591544						
1065	6	65	100	233.288068						
1066	6	66	500	226.2169452						
1067	6	67	100	254.3695419						
1068	6	68	100	398.400267						
1069	6	69	100	340.4636252						
1070	6	70	100	382.40632						
1071	6	71	100	390.4605702						
1072	6	72	100	296.3720708						
1073	6	73	500	270.0589627						
1074	6	74	500	286.2594762						
1075	6	75	100	365.138568						
1076	6	76	500	217.3715925						
1077	6	77	100	443.5687788						
1078	6	78	100	367.7679082						
1079	6	79	500	161.9860628						
1080	6	80	100	390.2294661						
1081	6	81	500	345.9718052						
1082	6	82	500	296.419231						
1083	6	83	100	390.9849214						
1084	6	84	100	407.730106						
1085	6	85	500	313.5435298						
1086	6	86	500	216.8945133						
1087	6	87	500	276.9282206						
1088	6	88	100	318.6679877						
1089	6	89	500	309.2212914						
1090	6	90	100	247.7798084						
1091	6	91	500	275.7506246						
1092	6	92	100	292.0462414						
1093	6	93	100	190.4974661						
1094	6	94	100	278.4076838						
1095	6	95	500	231.5286793						
1096	6	96	500	283.2950919						
1097	6	97	500	184.8070506						
1098	6	98	500	176.0020548						
1099	6	99	100	320.7787633						
1100	6	100	500	257.1635216						
1101	6	101	100	311.0024123						
1102	6	102	500	221.5187331						
1103	6	103	100	310.6136219						
1104	6	104	100	351.1389135						
1105	6	105	500	254.5488995						
1106	6	106	500	216.6657924						
1107	6	107	100	329.8051147						
1108	6	108	100	486.9257765						
1109	6	109	100	291.7718951						
1110	6	110	500	205.4613878						
1111	6	111	500	287.983363						
1112	6	112	100	401.8768596						
1113	6	113	500	226.3967769						
1114	6	114	500	226.7842485						
1115	6	115	100	328.5580251						
1116	6	116	100	322.726382						
1117	6	117	100	329.0117993						
1118	6	118	500	217.7944562						
1119	6	119	100	287.7018692						
1120	6	120	500	217.2157483						
1121	6	121	500	269.931913						
1122	6	122	500	261.4931293						
1123	6	123	500	201.1348026						
1124	6	124	100	385.8569904						
1125	6	125	100	313.4288203						
1126	6	126	100	396.9262323						
1127	6	127	100	290.4869162						
1128	6	128	500	234.283331						
1129	6	129	100	432.4956793						
1130	6	130	100	458.2728316						
1131	6	131	500	297.2391742						
1132	6	132	100	329.5855312						
1133	6	133	100	316.1819516						
1134	6	134	100	328.8594033						
1135	6	135	500	257.4130072						
1136	6	136	100	269.9578345						
1137	6	137	500	323.0507361						
1138	6	138	100	406.3006827						
1139	6	139	100	428.8175012						
1140	6	140	100	383.5258483						
1141	6	141	500	281.1388702						
1142	6	142	100	268.5466246						
1143	6	143	100	363.8455734						
1144	6	144	100	263.2038691						
1145	6	145	500	252.8749294						
1146	6	146	500	207.9408746						
1147	6	147	100	341.1098348						
1148	6	148	500	315.1638691						
1149	6	149	100	413.82659						
1150	6	150	500	193.2789795						
1151	6	151	500	394.8158381						
1152	6	152	500	285.8092444						
1153	6	153	100	383.6478598						
1154	6	154	500	215.5319528						
1155	6	155	500	329.124692						
1156	6	156	500	219.5782723						
1157	6	157	100	330.656558						
1158	6	158	100	420.0358248						
1159	6	159	500	313.0090453						
1160	6	160	500	224.5236723						
1161	6	161	100	330.6359909						
1162	6	162	100	285.1642048						
1163	6	163	500	276.2281786						
1164	6	164	100	347.0789936						
1165	6	165	100	329.8879414						
1166	6	166	500	211.9260841						
1167	6	167	500	260.1894163						
1168	6	168	500	199.2828121						
1169	6	169	500	220.1067426						
1170	6	170	100	343.0028246						
1171	6	171	500	170.3030374						
1172	6	172	500	284.8416453						
1173	6	173	100	332.4387505						
1174	6	174	100	280.4434837						
1175	6	175	100	320.3145408						
1176	6	176	500	281.1352825						
1177	6	177	500	350.0317518						
1178	6	178	100	424.775641						
1179	6	179	500	162.3421032						
1180	6	180	500	205.1900836						
1181	6	181	100	381.6785802						
1182	6	182	100	387.6343197						
1183	6	183	100	346.9710769						
1184	6	184	500	227.0668253						
1185	6	185	100	299.8264747						
1186	6	186	100	283.6641074						
1187	6	187	100	324.829692						
1188	6	188	500	241.0880618						
1189	6	189	500	258.9160882						
1190	6	190	100	396.1838474						
1191	6	191	100	279.4977422						
1192	6	192	500	192.5396089						
1193	6	193	500	194.356226						
1194	6	194	100	372.6782593						
1195	6	195	100	244.3806751						
1196	6	196	500	277.7219036						
1197	6	197	500	275.425158						
1198	6	198	500	237.2195487						
1199	6	199	100	409.0325808						
1200	6	200	500	339.6859842						
1201	7	1	500	264.1428888						
1202	7	2	500	201.5062405						
1203	7	3	100	362.9436464						
1204	7	4	500	295.6615136						
1205	7	5	500	293.9741661						
1206	7	6	500	213.6120761						
1207	7	7	100	358.2366783						
1208	7	8	500	253.0008809						
1209	7	9	100	300.6113101						
1210	7	10	500	203.2077443						
1211	7	11	500	273.1174296						
1212	7	12	500	223.6925265						
1213	7	13	100	342.2493137						
1214	7	14	100	279.2689662						
1215	7	15	100	344.5609937						
1216	7	16	500	241.4661866						
1217	7	17	100	330.7413649						
1218	7	18	500	190.0499203						
1219	7	19	100	342.7444341						
1220	7	20	500	180.5088714						
1221	7	21	100	334.7368637						
1222	7	22	100	358.2045899						
1223	7	23	100	374.9562589						
1224	7	24	100	312.0774201						
1225	7	25	500	277.3772311						
1226	7	26	100	349.8538201						
1227	7	27	100	341.1053021						
1228	7	28	100	344.8263803						
1229	7	29	100	300.221726						
1230	7	30	100	358.5563486						
1231	7	31	500	279.4634059						
1232	7	32	500	312.0004678						
1233	7	33	100	347.3721534						
1234	7	34	100	273.7098004						
1235	7	35	100	435.5881244						
1236	7	36	100	439.226909						
1237	7	37	100	321.8940319						
1238	7	38	100	387.7688478						
1239	7	39	100	326.7786396						
1240	7	40	500	317.8442128						
1241	7	41	500	279.2877646						
1242	7	42	500	325.6708719						
1243	7	43	500	175.6642621						
1244	7	44	500	266.1901022						
1245	7	45	100	373.1516447						
1246	7	46	100	296.3201329						
1247	7	47	100	364.1288317						
1248	7	48	500	314.0373325						
1249	7	49	500	189.5567032						
1250	7	50	500	212.0072868						
1251	7	51	500	271.1556717						
1252	7	52	100	410.7359261						
1253	7	53	500	361.0686007						
1254	7	54	100	279.2544676						
1255	7	55	100	318.9101136						
1256	7	56	100	414.4190663						
1257	7	57	100	388.2400312						
1258	7	58	100	402.8915067						
1259	7	59	500	207.7002383						
1260	7	60	500	256.3401317						
1261	7	61	100	328.4309614						
1262	7	62	100	381.3042418						
1263	7	63	100	358.9179271						
1264	7	64	500	276.427537						
1265	7	65	500	206.5251953						
1266	7	66	100	320.9579007						
1267	7	67	500	199.8995565						
1268	7	68	500	262.264266						
1269	7	69	100	332.1449538						
1270	7	70	100	357.4769704						
1271	7	71	100	355.4710702						
1272	7	72	500	268.0861313						
1273	7	73	100	382.0282795						
1274	7	74	100	375.4649471						
1275	7	75	100	388.7217132						
1276	7	76	500	209.519475						
1277	7	77	100	353.3845018						
1278	7	78	100	327.8000865						
1279	7	79	500	198.1508474						
1280	7	80	500	314.2289574						
1281	7	81	500	154.8360869						
1282	7	82	100	407.3613781						
1283	7	83	500	297.700571						
1284	7	84	500	243.5639827						
1285	7	85	500	270.2687312						
1286	7	86	100	263.272836						
1287	7	87	100	348.5614988						
1288	7	88	100	440.7141553						
1289	7	89	100	346.1961568						
1290	7	90	100	356.9472495						
1291	7	91	100	288.6723883						
1292	7	92	500	163.3840983						
1293	7	93	100	364.078684						
1294	7	94	500	257.1244111						
1295	7	95	100	436.8873505						
1296	7	96	100	362.7258891						
1297	7	97	500	299.4466661						
1298	7	98	500	271.6809303						
1299	7	99	100	364.3992522						
1300	7	100	100	237.8011732						
1301	7	101	100	385.7469809						
1302	7	102	100	456.7481652						
1303	7	103	500	219.2848256						
1304	7	104	500	204.561629						
1305	7	105	500	335.7906601						
1306	7	106	500	311.7369444						
1307	7	107	100	418.4398075						
1308	7	108	500	298.8434181						
1309	7	109	500	123.6156496						
1310	7	110	100	257.2110944						
1311	7	111	500	224.5355227						
1312	7	112	500	262.6104605						
1313	7	113	500	306.1509964						
1314	7	114	100	447.708103						
1315	7	115	500	272.1687467						
1316	7	116	500	218.8124824						
1317	7	117	100	445.8600255						
1318	7	118	100	359.8379603						
1319	7	119	100	354.5599356						
1320	7	120	500	179.5925279						
1321	7	121	100	191.2340362						
1322	7	122	100	449.5554254						
1323	7	123	100	301.354751						
1324	7	124	100	344.2871973						
1325	7	125	500	258.668057						
1326	7	126	500	285.7700782						
1327	7	127	100	299.8066784						
1328	7	128	100	384.5236239						
1329	7	129	500	221.1605383						
1330	7	130	100	365.774233						
1331	7	131	500	179.0273109						
1332	7	132	100	395.9058333						
1333	7	133	500	226.0615049						
1334	7	134	500	247.0251717						
1335	7	135	100	332.2567504						
1336	7	136	100	416.536206						
1337	7	137	500	279.6424749						
1338	7	138	100	375.3475429						
1339	7	139	500	236.5612275						
1340	7	140	100	337.5968865						
1341	7	141	500	337.4917394						
1342	7	142	500	306.6702225						
1343	7	143	500	296.1599659						
1344	7	144	100	305.2255738						
1345	7	145	100	340.2493059						
1346	7	146	500	159.6529048						
1347	7	147	100	321.8998813						
1348	7	148	100	353.6459809						
1349	7	149	500	227.2698225						
1350	7	150	500	245.0272873						
1351	7	151	500	279.7035293						
1352	7	152	500	286.0989538						
1353	7	153	500	249.9364493						
1354	7	154	500	287.7151081						
1355	7	155	500	297.2909548						
1356	7	156	100	360.1563921						
1357	7	157	100	384.7061947						
1358	7	158	500	284.3460894						
1359	7	159	500	173.4637499						
1360	7	160	100	245.5417202						
1361	7	161	500	230.8469287						
1362	7	162	500	286.7482597						
1363	7	163	500	176.0860497						
1364	7	164	100	270.5064031						
1365	7	165	100	358.3515856						
1366	7	166	100	340.3649529						
1367	7	167	500	281.8271258						
1368	7	168	500	145.7063199						
1369	7	169	100	238.2410057						
1370	7	170	100	304.4089289						
1371	7	171	100	301.0260221						
1372	7	172	500	227.2396821						
1373	7	173	500	257.7709343						
1374	7	174	100	344.0220188						
1375	7	175	500	199.1744979						
1376	7	176	500	331.7899237						
1377	7	177	100	329.3323053						
1378	7	178	100	323.0824185						
1379	7	179	100	306.1788997						
1380	7	180	500	225.2776323						
1381	7	181	500	321.6150716						
1382	7	182	500	140.7852848						
1383	7	183	100	405.567749						
1384	7	184	500	245.4049211						
1385	7	185	500	257.1215327						
1386	7	186	500	277.2945891						
1387	7	187	100	315.9305089						
1388	7	188	500	198.7293629						
1389	7	189	500	293.3149479						
1390	7	190	500	339.4965737						
1391	7	191	100	428.5579322						
1392	7	192	500	185.9470602						
1393	7	193	500	163.2463813						
1394	7	194	500	192.3081546						
1395	7	195	500	366.3550244						
1396	7	196	100	266.5080472						
1397	7	197	500	240.5557044						
1398	7	198	100	367.6640184						
1399	7	199	500	263.1071763						
1400	7	200	100	475.5701068						
1401	8	1	500	281.2977216						
1402	8	2	100	322.6511191						
1403	8	3	100	349.059344						
1404	8	4	100	392.6000905						
1405	8	5	100	253.2557181						
1406	8	6	500	264.248721						
1407	8	7	500	273.5037612						
1408	8	8	500	231.8683298						
1409	8	9	100	414.9101429						
1410	8	10	100	300.0611912						
1411	8	11	100	383.1781504						
1412	8	12	500	311.8982493						
1413	8	13	100	342.2710439						
1414	8	14	500	203.7677635						
1415	8	15	100	358.976322						
1416	8	16	500	303.1171891						
1417	8	17	100	307.6761871						
1418	8	18	500	328.576428						
1419	8	19	500	268.4443161						
1420	8	20	500	260.0075484						
1421	8	21	500	312.3931341						
1422	8	22	500	229.6529607						
1423	8	23	100	337.2010951						
1424	8	24	100	408.849358						
1425	8	25	100	375.946887						
1426	8	26	500	230.1540399						
1427	8	27	100	312.3232146						
1428	8	28	500	264.7379869						
1429	8	29	500	227.4885298						
1430	8	30	100	368.7749785						
1431	8	31	100	381.7881124						
1432	8	32	100	381.5486381						
1433	8	33	500	256.1453624						
1434	8	34	100	403.3309445						
1435	8	35	500	261.2304215						
1436	8	36	500	264.016202						
1437	8	37	100	318.1203886						
1438	8	38	500	305.0755792						
1439	8	39	500	189.341127						
1440	8	40	100	359.2863389						
1441	8	41	100	378.574067						
1442	8	42	500	298.4742485						
1443	8	43	500	182.1223368						
1444	8	44	100	416.3243812						
1445	8	45	500	277.3028035						
1446	8	46	100	385.3324605						
1447	8	47	500	208.0430212						
1448	8	48	100	367.7097451						
1449	8	49	100	300.7378817						
1450	8	50	100	335.6198319						
1451	8	51	100	365.1944787						
1452	8	52	500	234.6232982						
1453	8	53	500	263.8843483						
1454	8	54	500	183.0202192						
1455	8	55	500	147.2594738						
1456	8	56	100	393.3474145						
1457	8	57	500	280.3698527						
1458	8	58	100	325.8339247						
1459	8	59	500	237.8937429						
1460	8	60	500	268.5633499						
1461	8	61	100	352.6199051						
1462	8	62	100	422.3375843						
1463	8	63	500	215.2636183						
1464	8	64	500	213.8552171						
1465	8	65	100	447.7458979						
1466	8	66	100	345.9139489						
1467	8	67	500	311.0530315						
1468	8	68	500	248.1777349						
1469	8	69	500	258.1252875						
1470	8	70	500	266.6671392						
1471	8	71	500	169.9471235						
1472	8	72	500	329.1748982						
1473	8	73	100	290.6267074						
1474	8	74	500	240.5656259						
1475	8	75	100	394.1640165						
1476	8	76	500	289.4148404						
1477	8	77	500	227.5832842						
1478	8	78	100	400.5673551						
1479	8	79	100	411.7375036						
1480	8	80	500	249.8862129						
1481	8	81	500	210.3014768						
1482	8	82	500	335.2024834						
1483	8	83	100	308.17521						
1484	8	84	100	311.7209303						
1485	8	85	500	300.8238202						
1486	8	86	500	270.8148224						
1487	8	87	100	446.4642984						
1488	8	88	100	353.6812682						
1489	8	89	100	467.4670732						
1490	8	90	500	234.6384403						
1491	8	91	500	222.0949529						
1492	8	92	100	323.8171099						
1493	8	93	500	251.1730925						
1494	8	94	500	310.992241						
1495	8	95	100	337.887948						
1496	8	96	100	361.7441881						
1497	8	97	500	369.0095206						
1498	8	98	100	478.6131287						
1499	8	99	100	319.067696						
1500	8	100	500	199.5331191						
1501	8	101	500	244.2651937						
1502	8	102	100	345.6538196						
1503	8	103	100	387.2095939						
1504	8	104	500	216.6269363						
1505	8	105	500	137.6462097						
1506	8	106	500	303.364291						
1507	8	107	500	276.75188						
1508	8	108	100	361.6831722						
1509	8	109	100	317.2533987						
1510	8	110	100	266.8098569						
1511	8	111	500	282.6565286						
1512	8	112	500	248.8803441						
1513	8	113	500	142.2677189						
1514	8	114	100	321.8911173						
1515	8	115	500	288.8777585						
1516	8	116	500	160.0018849						
1517	8	117	100	377.9556353						
1518	8	118	500	304.2846886						
1519	8	119	500	277.440748						
1520	8	120	500	262.1390454						
1521	8	121	500	331.8117919						
1522	8	122	100	406.2684576						
1523	8	123	500	268.3839502						
1524	8	124	500	265.5298162						
1525	8	125	500	181.4088546						
1526	8	126	500	221.228066						
1527	8	127	100	372.9242318						
1528	8	128	100	285.3770979						
1529	8	129	100	386.7379435						
1530	8	130	100	400.5745522						
1531	8	131	100	334.305176						
1532	8	132	500	217.3926488						
1533	8	133	500	300.8629755						
1534	8	134	500	289.5241605						
1535	8	135	500	217.9137988						
1536	8	136	100	310.2249854						
1537	8	137	100	376.8271099						
1538	8	138	100	350.1984555						
1539	8	139	100	348.9783936						
1540	8	140	500	274.9658428						
1541	8	141	500	218.8829825						
1542	8	142	100	387.3619143						
1543	8	143	100	403.6542274						
1544	8	144	500	185.3116737						
1545	8	145	500	258.7324576						
1546	8	146	500	187.7318544						
1547	8	147	500	218.7184046						
1548	8	148	100	343.314384						
1549	8	149	100	332.5571202						
1550	8	150	500	262.4502706						
1551	8	151	100	364.5728667						
1552	8	152	500	258.162923						
1553	8	153	100	291.8195565						
1554	8	154	100	307.5083416						
1555	8	155	100	372.3165319						
1556	8	156	100	327.384695						
1557	8	157	100	328.858845						
1558	8	158	500	215.4620449						
1559	8	159	100	346.0419279						
1560	8	160	100	469.0970035						
1561	8	161	500	216.8527717						
1562	8	162	500	191.641368						
1563	8	163	500	317.0985879						
1564	8	164	100	382.7069433						
1565	8	165	500	230.838913						
1566	8	166	100	309.6988808						
1567	8	167	100	333.1200148						
1568	8	168	100	380.8596037						
1569	8	169	100	306.5996396						
1570	8	170	100	359.3179001						
1571	8	171	100	400.6865254						
1572	8	172	100	351.9069584						
1573	8	173	500	263.5656618						
1574	8	174	100	271.135447						
1575	8	175	500	225.8511324						
1576	8	176	500	323.3366434						
1577	8	177	100	337.4368596						
1578	8	178	500	217.9607129						
1579	8	179	500	238.2241914						
1580	8	180	100	334.1600601						
1581	8	181	500	244.1505747						
1582	8	182	100	325.2979455						
1583	8	183	100	349.42902						
1584	8	184	100	315.0280288						
1585	8	185	100	344.7042037						
1586	8	186	100	350.5178642						
1587	8	187	500	119.1046941						
1588	8	188	100	402.5143219						
1589	8	189	100	343.6141353						
1590	8	190	500	302.9937331						
1591	8	191	500	245.0604812						
1592	8	192	100	316.4065662						
1593	8	193	500	184.9810859						
1594	8	194	100	382.6747937						
1595	8	195	100	405.1023727						
1596	8	196	500	215.77753						
1597	8	197	100	310.9677048						
1598	8	198	500	297.0131296						
1599	8	199	100	319.2431501						
1600	8	200	100	375.4729037						
1601	9	1	100	388.1023516						
1602	9	2	100	351.9793145						
1603	9	3	100	291.5292427						
1604	9	4	100	354.5042674						
1605	9	5	100	358.4144533						
1606	9	6	500	240.4049357						
1607	9	7	100	313.8586208						
1608	9	8	500	315.9222592						
1609	9	9	500	137.0987473						
1610	9	10	100	320.9427439						
1611	9	11	100	304.7151613						
1612	9	12	500	281.4997197						
1613	9	13	500	247.7290161						
1614	9	14	100	336.736242						
1615	9	15	100	398.236791						
1616	9	16	100	407.8858061						
1617	9	17	100	244.8643467						
1618	9	18	500	252.1470596						
1619	9	19	100	335.2571481						
1620	9	20	100	449.2376104						
1621	9	21	500	107.5829798						
1622	9	22	100	304.9643749						
1623	9	23	100	370.1551804						
1624	9	24	500	261.5349583						
1625	9	25	500	279.139172						
1626	9	26	500	307.1083338						
1627	9	27	500	218.5053372						
1628	9	28	100	424.593083						
1629	9	29	500	261.5934909						
1630	9	30	100	312.4813344						
1631	9	31	100	328.1360672						
1632	9	32	100	379.6458445						
1633	9	33	100	313.9350838						
1634	9	34	500	264.1192771						
1635	9	35	500	210.2727401						
1636	9	36	500	248.9939483						
1637	9	37	100	352.4293701						
1638	9	38	100	406.4898692						
1639	9	39	500	294.5081923						
1640	9	40	500	297.530115						
1641	9	41	500	221.005614						
1642	9	42	100	340.2705421						
1643	9	43	100	394.9548014						
1644	9	44	100	333.0773424						
1645	9	45	100	315.7452368						
1646	9	46	100	377.5136083						
1647	9	47	100	410.0649852						
1648	9	48	100	301.7351811						
1649	9	49	500	184.1481241						
1650	9	50	100	392.3722889						
1651	9	51	100	328.902454						
1652	9	52	500	197.6650142						
1653	9	53	500	270.8985633						
1654	9	54	100	327.115043						
1655	9	55	500	172.3227124						
1656	9	56	500	189.9186496						
1657	9	57	100	274.8638799						
1658	9	58	500	245.1231347						
1659	9	59	100	386.7367265						
1660	9	60	500	240.0796338						
1661	9	61	500	173.167634						
1662	9	62	100	388.629441						
1663	9	63	500	221.9453127						
1664	9	64	100	355.5867766						
1665	9	65	100	263.1027794						
1666	9	66	500	251.0653719						
1667	9	67	100	385.117291						
1668	9	68	100	307.0002903						
1669	9	69	100	293.4087103						
1670	9	70	500	273.4086811						
1671	9	71	100	317.1474822						
1672	9	72	500	197.7663236						
1673	9	73	100	439.8208692						
1674	9	74	100	429.7964943						
1675	9	75	100	332.4083246						
1676	9	76	500	217.2089063						
1677	9	77	500	174.0310227						
1678	9	78	500	239.753596						
1679	9	79	100	315.6418576						
1680	9	80	500	254.9708207						
1681	9	81	100	358.3333698						
1682	9	82	500	214.3712722						
1683	9	83	500	230.7298498						
1684	9	84	100	307.4958366						
1685	9	85	100	348.4226964						
1686	9	86	500	222.2696491						
1687	9	87	500	211.2337428						
1688	9	88	100	303.4361226						
1689	9	89	500	177.3338645						
1690	9	90	500	237.6578916						
1691	9	91	100	333.5051318						
1692	9	92	100	333.0933896						
1693	9	93	500	335.7645781						
1694	9	94	500	256.2592775						
1695	9	95	500	264.8897321						
1696	9	96	100	317.8400703						
1697	9	97	500	285.5339625						
1698	9	98	100	366.5926695						
1699	9	99	500	172.1016024						
1700	9	100	500	230.2303893						
1701	9	101	100	270.4800075						
1702	9	102	500	157.8443166						
1703	9	103	100	451.2288994						
1704	9	104	500	266.1400498						
1705	9	105	100	387.388039						
1706	9	106	100	359.4704401						
1707	9	107	100	351.3664188						
1708	9	108	100	300.3234991						
1709	9	109	100	353.9892119						
1710	9	110	500	232.1889275						
1711	9	111	500	203.4035892						
1712	9	112	500	262.5291412						
1713	9	113	100	333.0116017						
1714	9	114	500	263.0424934						
1715	9	115	500	330.3431736						
1716	9	116	100	206.4278503						
1717	9	117	500	290.7530957						
1718	9	118	100	297.2193281						
1719	9	119	500	214.7422704						
1720	9	120	500	192.894024						
1721	9	121	500	403.8990714						
1722	9	122	500	294.2790296						
1723	9	123	100	355.98736						
1724	9	124	500	243.9279251						
1725	9	125	100	387.6015619						
1726	9	126	100	346.2937839						
1727	9	127	500	236.1034947						
1728	9	128	100	329.9932905						
1729	9	129	100	329.936454						
1730	9	130	500	263.4341699						
1731	9	131	500	224.2794545						
1732	9	132	100	359.1172453						
1733	9	133	100	323.6660927						
1734	9	134	500	198.1613835						
1735	9	135	500	195.034658						
1736	9	136	100	355.0541228						
1737	9	137	100	304.8400138						
1738	9	138	100	378.6820991						
1739	9	139	500	235.5503035						
1740	9	140	100	287.853474						
1741	9	141	100	409.8508385						
1742	9	142	500	233.7201851						
1743	9	143	500	238.2366002						
1744	9	144	500	267.344318						
1745	9	145	500	310.3607718						
1746	9	146	500	197.6555443						
1747	9	147	500	255.1529492						
1748	9	148	100	297.0092608						
1749	9	149	500	229.2797831						
1750	9	150	100	375.1753811						
1751	9	151	500	211.7854469						
1752	9	152	500	209.666046						
1753	9	153	500	199.7544631						
1754	9	154	500	233.6157174						
1755	9	155	100	315.2623998						
1756	9	156	100	431.3205848						
1757	9	157	100	399.8001649						
1758	9	158	100	372.0544431						
1759	9	159	100	304.1896737						
1760	9	160	100	442.0571794						
1761	9	161	500	183.7631147						
1762	9	162	500	317.8077072						
1763	9	163	500	192.1136092						
1764	9	164	500	204.2685045						
1765	9	165	500	322.7648487						
1766	9	166	500	311.0548071						
1767	9	167	100	379.0546219						
1768	9	168	100	397.7998387						
1769	9	169	500	189.6985523						
1770	9	170	500	213.7812879						
1771	9	171	100	317.6582314						
1772	9	172	500	235.3151146						
1773	9	173	500	234.8476366						
1774	9	174	100	299.2923994						
1775	9	175	500	229.22646						
1776	9	176	100	404.5614177						
1777	9	177	500	222.8046684						
1778	9	178	100	330.2259489						
1779	9	179	500	233.5526415						
1780	9	180	100	361.8827922						
1781	9	181	100	398.5140555						
1782	9	182	100	336.2200296						
1783	9	183	100	300.0400534						
1784	9	184	500	243.7875724						
1785	9	185	100	367.3961867						
1786	9	186	100	364.9724191						
1787	9	187	500	242.0623957						
1788	9	188	500	266.8349227						
1789	9	189	100	277.8562949						
1790	9	190	500	257.2478406						
1791	9	191	500	282.3049595						
1792	9	192	500	218.6834523						
1793	9	193	500	344.3416332						
1794	9	194	100	314.9165123						
1795	9	195	500	191.0545792						
1796	9	196	500	305.3374898						
