Date,totaltime,TimeRA,endqualtrics,a1,a2,a3,a4,a5,a6,a7,a8,a9,apercent,v1,v2,v3,v4,v5,v6,v7,v8,v9,vpercent,museumbefore,italybefore,knowledge,labID,gender,age,photoSR,photonumb,attncheck,Day,Day2,condition,Issue?,issuedrop,photo1,photo2,photo3,photo4,photo5,photo6,photo7,photo8,photo9,other,total,PhotoTotal,NPTotal,PhotoCorrect,NPCorrect,PhotoComp,NPComp,photossent,,,
17-Feb,15.25,12:48:00 PM,1:03:15 PM,1,1,0,1,1,1,0,1,1,77.77777778,1,1,1,1,1,1,0,1,0,77.77777778,2,1,2,39902,2,21,0,.,1,Wednesday 2/17,6,nophoto,0,0,,,,,,,,,,,,,,,,77.77777778,77.77777778,,,,
10-Feb,18.63,2:39:00 PM,2:57:38 PM,1,1,0,1,1,1,1,1,1,88.88888889,1,0,0,1,1,0,0,1,1,55.55555556,1,2,3,39906,2,21,0,.,1,Wednesday 2/10,2,nophoto,0,0,,,,,,,,,,,,,,,,55.55555556,55.55555556,,,,
17-Feb,18.78,1:57:00 PM,2:15:47 PM,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,0,1,88.88888889,2,1,1,40200,2,22,1,5,1,Wednesday 2/17,6,photo,0,0,,,,,,,,,,,,,,,,88.88888889,88.88888889,0,,,
16-Feb,20.22,10:19:00 AM,10:39:13 AM,1,1,1,0,1,1,0,1,0,66.66666667,0,1,0,1,1,0,0,1,1,55.55555556,2,2,1,40248,1,22,1,5,0,Tuesday 2/16,5,photo,0,0,1,1,0,0,0,1,0,0,0,2,5,3,6,33.33333333,50,33.33333333,50,1,,,
9-Feb,19.72,4:00:00 PM,4:19:43 PM,1,1,1,0,1,1,1,0,1,77.77777778,1,1,1,1,1,1,1,1,0,88.88888889,2,2,2,40271,2,20,1,11,1,Tuesday 2/9,1,photo,0,0,1,1,0,0,0,0,0,0,0,9,11,2,7,100,71.42857143,100,71.42857143,1,,,
17-Feb,20.78,11:26:00 AM,11:46:47 AM,1,1,0,0,0,1,1,1,1,66.66666667,1,1,0,1,1,1,0,1,0,66.66666667,1,1,2,40281,2,20,1,6,1,Wednesday 2/17,6,photo,0,0,1,0,0,1,0,0,0,0,0,2,4,2,7,100,71.42857143,100,71.42857143,1,,,
10-Feb,26.60,3:42:00 PM,4:08:36 PM,0,1,0,1,1,1,0,1,1,66.66666667,1,1,0,1,1,0,1,1,0,66.66666667,2,2,1,40282,2,19,1,7,0,Wednesday 2/10,2,photo,0,0,1,0,0,0,0,0,0,0,0,4,5,1,8,100,75,100,75,1,,,
17-Feb,19.58,12:08:00 PM,12:27:35 PM,1,0,1,1,1,1,1,1,1,88.88888889,0,1,1,0,1,0,1,1,1,66.66666667,2,1,1,40288,2,20,0,.,1,Wednesday 2/17,6,nophoto,0,0,,,,,,,,,,,,,,,,66.66666667,66.66666667,,,,
10-Feb,18.28,12:58:00 PM,1:16:17 PM,1,1,1,0,1,1,0,1,1,77.77777778,1,1,1,0,1,0,0,0,0,44.44444444,2,2,2,40318,2,20,1,5,1,Wednesday 2/10,2,photo,0,0,0,0,0,1,0,0,0,0,0,4,5,1,8,0,87.5,0,87.5,1,,,
9-Feb,17.83,2:58:00 PM,3:15:50 PM,0,0,1,0,1,0,0,1,1,44.44444444,1,1,1,1,1,0,1,0,1,77.77777778,1,1,2,40337,2,20,1,6,1,Tuesday 2/9,1,photo,0,0,0,1,0,0,0,0,0,0,0,5,6,1,8,100,50,100,50,1,,,
17-Feb,18.53,11:26:00 AM,11:44:32 AM,1,0,0,1,0,1,1,0,1,55.55555556,0,1,1,1,0,0,1,1,1,66.66666667,2,2,1,40348,2,19,1,5,1,Wednesday 2/17,6,photo,0,0,0,0,0,0,1,0,0,1,0,3,5,2,7,50,71.42857143,50,71.42857143,1,,,
9-Feb,17.08,4:00:00 PM,4:17:05 PM,1,1,1,1,1,1,1,0,1,88.88888889,1,1,0,1,1,0,1,1,0,66.66666667,2,1,3,40358,2,20,1,7,1,Tuesday 2/9,1,photo,0,0,0,0,0,0,0,0,0,0,0,5,5,0,9,,88.88888889,,88.88888889,1,,,
10-Feb,21.93,3:21:00 PM,3:42:56 PM,1,0,1,0,1,1,0,1,1,66.66666667,1,1,1,1,0,1,0,1,1,77.77777778,2,2,1,40473,2,20,1,16,1,Wednesday 2/10,2,photo,0,0,,,,,,,,,,,,,,,,77.77777778,77.77777778,0,,,
9-Feb,18.32,2:16:00 PM,2:34:19 PM,1,0,1,1,0,1,1,1,1,77.77777778,1,0,0,1,0,0,1,0,1,44.44444444,2,2,1,40555,2,19,1,5,1,Tuesday 2/9,1,photo,0,0,1,0,0,0,0,0,0,0,0,4,5,1,8,100,75,100,75,1,,,
16-Feb,22.02,12:02:00 PM,12:24:01 PM,0,1,0,1,1,1,0,0,0,44.44444444,1,1,0,1,1,1,1,1,0,77.77777778,2,2,1,40563,2,21,1,8,0,Tuesday 2/16,5,photo,0,0,,,,,,,,,,,,,,,,77.77777778,77.77777778,0,,,
16-Feb,32.25,12:04:00 PM,12:36:15 PM,0,1,1,0,1,1,1,0,1,66.66666667,1,1,0,0,0,0,0,1,0,33.33333333,2,2,4,40584,2,20,1,7,1,Tuesday 2/16,5,photo,0,0,,,,,,,,,,,,,,,,33.33333333,33.33333333,0,,,
16-Feb,16.93,3:25:00 PM,3:41:56 PM,1,1,1,1,0,1,1,1,1,88.88888889,1,1,0,1,1,0,1,1,0,66.66666667,2,2,2,40603,1,20,0,.,1,Tuesday 2/16,5,nophoto,0,0,,,,,,,,,,,,,,,,66.66666667,66.66666667,,,,
11-Feb,19.62,1:46:00 PM,2:05:37 PM,1,1,1,0,1,1,1,1,1,88.88888889,1,1,0,1,1,0,0,1,0,55.55555556,2,2,1,40643,2,19,0,.,1,Thursday 2/11,3,nophoto,0,0,,,,,,,,,,,,,,,,55.55555556,55.55555556,,,,
10-Feb,20.78,4:02:00 PM,4:22:47 PM,0,0,1,0,0,1,1,1,1,55.55555556,1,0,0,0,0,1,1,1,0,44.44444444,2,2,1,40683,1,21,0,.,0,Wednesday 2/10,2,nophoto,0,0,,,,,,,,,,,,,,,,44.44444444,44.44444444,,,,
9-Feb,21.17,3:03:00 PM,3:24:10 PM,0,1,1,1,1,1,1,1,1,88.88888889,1,1,1,1,0,0,1,1,1,77.77777778,2,2,1,40686,2,19,1,5,1,Tuesday 2/9,1,photo,0,0,1,1,0,0,0,0,0,0,0,3,5,2,7,100,100,100,100,1,,,
17-Feb,18.17,1:55:00 PM,2:13:10 PM,0,0,1,1,1,1,0,0,1,55.55555556,1,1,0,0,1,0,1,1,1,66.66666667,2,2,1,40731,1,22,1,5,1,Wednesday 2/17,6,photo,0,0,,,,,,,,,,,,,,,,66.66666667,66.66666667,0,,,
10-Feb,18.32,3:37:00 PM,3:55:19 PM,1,0,0,1,1,1,1,1,1,77.77777778,0,1,0,1,1,1,1,1,0,66.66666667,2,1,1,40795,1,30,0,.,1,Wednesday 2/10,2,photo,0,0,,,,,,,,,,,,,,,,66.66666667,66.66666667,0,,,
11-Feb,27.97,4:21:00 PM,4:48:58 PM,0,1,1,1,1,1,1,1,1,88.88888889,0,1,1,1,1,0,0,0,0,44.44444444,2,2,1,40814,2,25,0,.,1,Thursday 2/11,3,nophoto,0,0,,,,,,,,,,,,,,,,44.44444444,44.44444444,,,,
12-Feb,24.25,11:24:00 AM,11:48:15 AM,1,1,1,0,1,1,0,1,1,77.77777778,1,0,1,0,1,1,1,1,1,77.77777778,2,2,1,40847,2,19,1,28,1,Friday 2/12,4,photo,0,0,,,,,,,,,,,,,,,,77.77777778,77.77777778,0,,,
12-Feb,18.50,4:27:00 PM,4:45:30 PM,1,1,0,1,1,0,0,0,0,44.44444444,1,1,1,1,1,1,0,0,1,77.77777778,2,2,1,40879,2,19,1,10,1,Friday 2/12,4,photo,0,0,1,0,1,1,0,0,0,0,0,13,16,3,6,100,33.33333333,100,33.33333333,1,,,
10-Feb,16.72,4:15:00 PM,4:31:43 PM,1,0,1,1,1,0,1,1,1,77.77777778,1,1,1,0,0,0,0,1,0,44.44444444,2,1,1,40913,2,22,0,.,1,Wednesday 2/10,2,nophoto,0,0,,,,,,,,,,,,,,,,44.44444444,44.44444444,,,,
11-Feb,13.55,2:51:00 PM,3:04:33 PM,0,1,0,1,1,1,0,1,1,66.66666667,0,1,0,1,0,0,1,1,0,44.44444444,2,2,1,40934,2,20,0,.,1,Thursday 2/11,3,nophoto,0,0,,,,,,,,,,,,,,,,44.44444444,44.44444444,,,,
10-Feb,14.98,3:02:00 PM,3:16:59 PM,0,0,0,0,0,1,1,1,1,44.44444444,0,0,0,0,0,1,0,0,0,11.11111111,2,2,1,41068,1,19,1,6,1,Wednesday 2/10,2,photo,0,0,,,,,,,,,,,,,,,,11.11111111,11.11111111,0,,,
16-Feb,19.35,1:25:00 PM,1:44:21 PM,1,1,0,1,1,1,1,1,0,77.77777778,1,1,0,0,0,1,1,1,1,66.66666667,2,2,1,41088,2,20,0,.,1,Tuesday 2/16,5,nophoto,0,0,,,,,,,,,,,,,,,,66.66666667,66.66666667,,,,
9-Feb,23.47,11:20:00 AM,11:43:28 AM,1,1,1,1,1,1,1,1,1,100,0,1,1,1,0,0,1,0,1,55.55555556,2,1,2,41134,1,22,0,.,1,Tuesday 2/9,1,nophoto,0,0,,,,,,,,,,,,,,,,55.55555556,55.55555556,,,,
16-Feb,18.03,2:41:00 PM,2:59:02 PM,1,0,0,1,1,1,1,1,1,77.77777778,1,1,0,0,1,0,0,1,0,44.44444444,2,2,1,41186,2,20,1,6,0,Tuesday 2/16,5,photo,0,0,0,0,0,0,0,0,0,0,0,7,7,0,9,,77.77777778,,77.77777778,1,,,
9-Feb,19.70,2:14:00 PM,2:33:42 PM,1,0,0,1,1,1,1,0,1,66.66666667,1,1,1,0,1,1,0,1,1,77.77777778,2,1,1,41307,2,20,1,8,1,Tuesday 2/9,1,photo,0,0,0,0,0,0,0,0,0,0,0,8,8,0,9,,66.66666667,,66.66666667,1,,,
16-Feb,17.83,1:59:00 PM,2:16:50 PM,1,0,0,1,1,1,0,1,1,66.66666667,0,1,1,0,0,1,1,1,1,66.66666667,2,2,1,41313,2,19,0,.,1,Tuesday 2/16,5,nophoto,0,0,,,,,,,,,,,,,,,,66.66666667,66.66666667,,,,
11-Feb,17.23,2:22:00 PM,2:39:14 PM,1,1,1,1,0,0,0,1,0,55.55555556,0,0,0,0,1,1,0,0,1,33.33333333,1,1,3,41323,1,20,0,.,1,Thursday 2/11,3,nophoto,0,0,,,,,,,,,,,,,,,,33.33333333,33.33333333,,,,
10-Feb,19.78,1:29:00 PM,1:48:47 PM,1,0,1,0,1,1,1,1,0,66.66666667,1,1,1,1,1,0,1,1,1,88.88888889,2,2,1,41377,1,21,1,10,1,Wednesday 2/10,2,photo,0,0,1,0,0,0,0,0,0,1,0,8,10,2,7,100,57.14285714,100,57.14285714,1,,,
10-Feb,18.18,10:27:00 AM,10:45:11 AM,1,1,1,1,1,1,1,0,1,88.88888889,0,1,0,0,1,1,1,1,1,66.66666667,2,1,1,41416,2,19,1,5,1,Wednesday 2/10,2,nophoto,0,0,,,,,,,,,,,,,,,,66.66666667,66.66666667,,,,
9-Feb,19.68,3:43:00 PM,4:02:41 PM,1,0,1,0,1,1,1,1,1,77.77777778,1,1,1,0,0,0,0,1,0,44.44444444,2,1,3,41524,1,21,0,.,1,Tuesday 2/9,1,nophoto,0,0,,,,,,,,,,,,,,,,44.44444444,44.44444444,,,,
16-Feb,19.73,2:57:00 PM,3:16:44 PM,1,1,1,0,1,1,0,0,1,66.66666667,1,1,1,0,1,1,1,1,0,77.77777778,2,2,1,41584,2,20,1,7,0,Tuesday 2/16,5,photo,0,0,1,0,0,1,0,1,0,1,0,3,7,4,5,75,80,75,80,1,,,
16-Feb,28.80,3:35:00 PM,4:03:48 PM,0,0,1,1,0,0,1,0,1,44.44444444,1,1,0,0,1,1,0,1,1,66.66666667,2,1,1,41620,1,19,0,.,1,Tuesday 2/16,5,nophoto,0,0,,,,,,,,,,,,,,,,66.66666667,66.66666667,,,,
9-Feb,20.33,11:58:00 AM,12:18:20 PM,1,1,1,0,1,0,0,1,1,66.66666667,0,1,0,1,0,0,1,1,1,55.55555556,2,1,2,41627,2,20,0,.,1,Tuesday 2/9,1,nophoto,0,0,,,,,,,,,,,,,,,,55.55555556,55.55555556,,,,
9-Feb,18.98,4:22:00 PM,4:40:59 PM,1,0,1,1,1,1,0,1,1,77.77777778,1,1,0,0,1,0,0,0,1,44.44444444,2,1,1,41654,2,18,1,5,1,Tuesday 2/9,1,photo,0,0,0,0,0,0,0,0,0,0,0,5,5,0,9,,77.77777778,,77.77777778,1,,,
16-Feb,28.17,12:53:00 PM,1:21:10 PM,0,0,1,1,1,1,1,1,1,77.77777778,1,1,0,1,1,1,1,1,1,88.88888889,2,2,2,41655,1,20,1,7,1,Tuesday 2/16,5,photo,0,0,0,1,0,0,0,1,1,0,0,6,9,3,6,100,83.33333333,100,83.33333333,1,,,
9-Feb,22.05,12:14:00 PM,12:36:03 PM,1,1,1,0,0,1,1,1,1,77.77777778,0,1,0,1,1,0,1,1,0,55.55555556,2,2,2,41719,2,21,1,14,0,Tuesday 2/9,1,photo,0,0,,,,,,,,,,,,,,,,55.55555556,55.55555556,0,,,
16-Feb,24.52,1:26:00 PM,1:50:31 PM,0,0,1,1,1,1,1,1,1,77.77777778,1,0,0,0,0,0,1,1,1,44.44444444,2,2,2,41726,2,20,0,.,1,Tuesday 2/16,5,nophoto,ID number not legible; may want to double check sign-up sheets (4172*),0,,,,,,,,,,,,,,,,44.44444444,44.44444444,,,,
11-Feb,20.58,12:18:00 PM,12:38:35 PM,1,1,1,1,1,1,1,1,1,100,1,1,1,0,1,1,1,1,1,88.88888889,2,2,1,41978,2,21,1,8,1,Thursday 2/11,3,photo,0,0,1,0,0,0,0,1,0,0,0,3,5,2,7,100,100,100,100,1,,,
10-Feb,18.92,11:24:00 AM,11:42:55 AM,1,1,1,0,1,1,1,1,1,88.88888889,1,1,0,1,0,1,1,1,0,66.66666667,2,2,2,41979,1,21,1,5,1,Wednesday 2/10,2,photo,0,0,0,1,0,1,0,1,0,0,0,2,5,3,6,100,100,100,100,1,,,
12-Feb,20.35,3:00:00 PM,3:20:21 PM,1,0,1,1,0,1,1,1,1,77.77777778,1,1,0,0,1,1,1,0,1,66.66666667,1,1,2,42023,2,20,0,.,1,Friday 2/12,4,nophoto,0,0,,,,,,,,,,,,,,,,66.66666667,66.66666667,,,,
11-Feb,21.62,12:50:00 PM,1:11:37 PM,1,0,1,0,1,1,1,1,1,77.77777778,1,1,0,1,0,1,1,1,0,66.66666667,2,2,2,42028,1,19,1,8,1,Thursday 2/11,3,photo,borrowed phone,1,,,,,,,,,,,,,,,,66.66666667,66.66666667,0,,,
17-Feb,20.12,1:23:00 PM,1:43:07 PM,0,0,0,0,1,0,0,0,0,11.11111111,1,1,1,0,1,0,1,1,1,77.77777778,2,2,1,42144,2,20,1,5,1,Wednesday 2/17,6,photo,0,0,1,1,0,0,0,0,0,0,0,3,5,2,7,100,14.28571429,100,14.28571429,1,,,
9-Feb,23.45,10:39:00 AM,11:02:27 AM,0,0,0,1,0,1,1,1,1,55.55555556,1,1,1,0,0,0,0,1,1,55.55555556,2,2,1,42247,1,22,1,6,1,Tuesday 2/9,1,photo,0,0,1,0,0,0,0,0,0,0,0,5,6,1,8,100,62.5,100,62.5,1,,,
16-Feb,18.15,11:34:00 AM,11:52:09 AM,1,0,0,0,1,1,0,1,1,55.55555556,1,1,1,1,1,0,1,1,0,77.77777778,2,1,1,42301,2,20,0,.,1,Tuesday 2/16,5,nophoto,0,0,,,,,,,,,,,,,,,,77.77777778,77.77777778,,,,
17-Feb,25.40,11:22:00 AM,11:47:24 AM,1,1,1,0,1,1,1,1,1,88.88888889,1,1,1,0,1,1,1,1,0,77.77777778,2,2,1,42304,1,21,1,6,1,Wednesday 2/17,6,photo,0,0,0,0,0,0,0,0,0,0,0,6,6,0,9,,88.88888889,,88.88888889,1,,,
11-Feb,45.40,12:05:00 PM,12:50:24 PM,1,1,1,1,1,1,0,1,1,88.88888889,0,0,0,1,1,0,1,1,1,55.55555556,2,2,1,42341,2,19,1,12,1,Thursday 2/11,3,photo,0,0,1,0,0,0,0,0,1,0,0,6,8,2,7,50,100,50,100,1,,,
11-Feb,22.95,12:42:00 PM,1:04:57 PM,1,1,1,1,1,1,1,1,1,100,1,1,1,1,0,1,0,1,1,77.77777778,2,1,1,42345,1,21,1,11,1,Thursday 2/11,3,photo,0,0,,,,,,,,,,,,,,,,77.77777778,77.77777778,0,,,
11-Feb,17.65,3:03:00 PM,3:20:39 PM,1,0,1,1,0,1,1,0,0,55.55555556,0,1,1,1,1,0,1,0,1,66.66666667,2,1,1,42407,2,19,1,5,1,Thursday 2/11,3,photo,0,0,,,,,,,,,,,,,,,,66.66666667,66.66666667,0,,,
17-Feb,36.97,11:02:00 AM,11:38:58 AM,0,1,0,0,0,1,0,1,1,44.44444444,0,1,1,1,1,0,1,0,0,55.55555556,2,1,1,42408,1,20,1,5,1,Wednesday 2/17,6,photo,0,0,1,0,1,0,0,0,0,0,0,3,5,2,7,50,57.14285714,50,57.14285714,1,,,
16-Feb,18.52,3:25:00 PM,3:43:31 PM,1,0,1,1,0,1,1,1,1,77.77777778,1,1,1,1,0,1,1,1,1,88.88888889,2,2,1,42577,2,20,0,.,1,Tuesday 2/16,5,nophoto,0,0,,,,,,,,,,,,,,,,88.88888889,88.88888889,,,,
10-Feb,11.43,2:20:00 PM,2:31:26 PM,1,1,1,1,1,1,1,1,1,100,1,1,1,0,1,0,1,1,1,77.77777778,2,2,2,42635,1,22,0,.,1,Wednesday 2/10,2,nophoto,0,0,,,,,,,,,,,,,,,,77.77777778,77.77777778,,,,
12-Feb,19.77,11:36:00 AM,11:55:46 AM,1,1,1,1,0,1,1,1,1,88.88888889,1,1,0,0,1,1,1,1,0,66.66666667,2,2,2,42650,2,21,1,7,1,Friday 2/12,4,photo,0,0,0,1,0,1,0,0,0,0,0,5,7,2,7,50,85.71428571,50,85.71428571,1,,,
9-Feb,21.12,3:03:00 PM,3:24:07 PM,1,0,1,1,1,1,0,0,1,66.66666667,1,1,0,0,1,0,0,1,1,55.55555556,2,2,1,42759,2,18,1,7,1,Tuesday 2/9,1,photo,0,0,0,0,0,0,0,0,0,0,1,5,6,1,8,100,62.5,100,62.5,1,,,
12-Feb,23.40,2:42:00 PM,3:05:24 PM,1,1,0,1,1,1,1,0,1,77.77777778,1,1,1,1,0,1,1,1,1,88.88888889,2,2,3,42762,1,22,1,5,1,Friday 2/12,4,photo,0,0,0,1,0,0,0,0,0,0,0,3,5,1,8,100,75,100,75,1,,,
9-Feb,18.50,1:37:00 PM,1:55:30 PM,1,1,1,1,1,1,0,1,1,88.88888889,0,1,1,0,0,0,0,1,1,44.44444444,2,1,1,42830,1,20,0,.,1,Tuesday 2/9,1,nophoto,0,0,,,,,,,,,,,,,,,,44.44444444,44.44444444,,,,
11-Feb,18.47,3:36:00 PM,3:54:28 PM,1,0,1,1,1,1,1,1,1,88.88888889,0,1,0,0,1,1,0,1,1,55.55555556,2,2,1,42880,2,18,1,10,1,Thursday 2/11,3,photo,0,0,0,1,0,0,0,0,0,0,0,6,7,1,8,100,100,100,100,1,,,
11-Feb,19.78,4:09:00 PM,4:28:47 PM,1,0,1,1,0,1,1,0,1,66.66666667,1,1,0,0,1,1,1,1,1,77.77777778,1,2,1,42887,1,19,0,.,1,Thursday 2/11,3,nophoto,0,0,,,,,,,,,,,,,,,,77.77777778,77.77777778,,,,
10-Feb,20.43,1:16:00 PM,1:36:26 PM,1,0,1,1,0,1,1,1,1,77.77777778,1,1,0,1,1,1,1,0,1,77.77777778,2,2,2,42888,1,19,1,6,1,Wednesday 2/10,2,photo,0,0,1,1,0,0,0,0,0,0,0,4,6,2,7,100,85.71428571,100,85.71428571,1,,,
9-Feb,17.75,1:56:00 PM,2:13:45 PM,0,1,1,1,1,1,0,0,0,55.55555556,1,1,0,0,1,0,0,0,0,33.33333333,2,2,1,42911,2,18,0,.,1,Tuesday 2/9,1,nophoto,0,0,,,,,,,,,,,,,,,,33.33333333,33.33333333,,,,
10-Feb,17.23,1:04:00 PM,1:21:14 PM,1,0,1,1,1,1,0,1,1,77.77777778,1,1,0,1,1,1,0,1,1,77.77777778,2,2,1,42912,1,18,1,12,1,Wednesday 2/10,2,photo,0,0,0,1,0,0,0,0,0,0,0,4,5,1,8,100,87.5,100,87.5,1,,,
12-Feb,18.40,1:42:00 PM,2:00:24 PM,0,1,1,1,1,1,1,1,1,88.88888889,1,1,0,1,0,0,0,1,0,44.44444444,2,2,2,42919,1,19,0,.,1,Friday 2/12,4,nophoto,0,0,,,,,,,,,,,,,,,,44.44444444,44.44444444,,,,
11-Feb,16.48,12:01:00 PM,12:17:29 PM,1,0,1,1,1,1,1,1,1,88.88888889,0,1,1,0,1,0,0,1,1,55.55555556,2,1,1,42933,1,18,1,5,1,Thursday 2/11,3,photo,0,0,1,0,0,0,0,0,0,0,0,4,5,1,8,0,87.5,,87.5,1,,,
12-Feb,20.02,2:20:00 PM,2:40:01 PM,1,1,0,1,1,1,1,0,1,77.77777778,1,1,1,1,1,1,1,0,0,77.77777778,1,2,2,42942,1,18,1,8,1,Friday 2/12,4,photo,0,0,0,0,0,0,0,0,0,0,0,6,6,0,9,,77.77777778,,77.77777778,1,,,
17-Feb,17.18,2:13:00 PM,2:30:11 PM,1,1,1,0,1,1,1,1,0,77.77777778,1,1,1,0,1,1,1,1,1,88.88888889,2,1,1,42945,2,19,0,.,1,Wednesday 2/17,6,nophoto,0,0,,,,,,,,,,,,,,,,88.88888889,88.88888889,,,,
12-Feb,19.30,4:04:00 PM,4:23:18 PM,1,1,0,1,1,1,1,0,1,77.77777778,1,1,1,1,1,0,1,1,0,77.77777778,2,2,1,42947,2,18,1,7,1,Friday 2/12,4,photo,0,0,1,1,0,0,0,0,1,0,0,7,11,3,6,100,66.66666667,100,66.66666667,1,,,
17-Feb,18.57,1:23:00 PM,1:41:34 PM,0,1,0,1,0,0,0,0,1,33.33333333,0,1,1,0,1,0,1,0,1,55.55555556,2,1,1,42968,2,18,1,7,0,Wednesday 2/17,6,photo,0,0,,,,,,,,,,,,,,,,55.55555556,55.55555556,0,,,
17-Feb,22.40,1:00:00 PM,1:22:24 PM,1,1,1,1,1,1,1,1,1,100,1,1,0,1,1,1,0,1,0,66.66666667,2,2,2,42971,1,18,1,10,1,Wednesday 2/17,6,photo,0,0,1,1,0,0,0,0,0,1,0,6,9,3,6,100,100,100,100,1,,,
16-Feb,18.60,12:05:00 PM,12:23:36 PM,1,1,1,0,1,1,1,1,1,88.88888889,1,1,0,0,0,0,0,0,1,33.33333333,1,1,2,42972,2,18,1,6,1,Tuesday 2/16,5,photo,ID number not legible; may want to double check sign-up sheets (4297*),0,1,1,0,0,0,0,0,0,0,4,6,2,7,100,85.71428571,100,85.71428571,1,,,
16-Feb,20.42,3:24:00 PM,3:44:25 PM,1,1,0,0,1,1,0,1,1,66.66666667,1,1,0,0,1,1,1,1,1,77.77777778,1,2,3,42994,2,18,0,.,1,Tuesday 2/16,5,nophoto,0,0,,,,,,,,,,,,,,,,77.77777778,77.77777778,,,,
12-Feb,18.55,1:42:00 PM,2:00:33 PM,0,1,1,1,1,1,1,0,0,66.66666667,1,1,0,0,0,1,0,1,1,55.55555556,2,2,1,43035,2,18,0,.,1,Friday 2/12,4,nophoto,0,0,,,,,,,,,,,,,,,,55.55555556,55.55555556,,,,
17-Feb,19.93,10:25:00 AM,10:44:56 AM,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,0,1,0,77.77777778,1,1,3,43124,2,19,0,.,1,Wednesday 2/17,6,nophoto,0,0,,,,,,,,,,,,,,,,77.77777778,77.77777778,,,,
10-Feb,17.65,10:39:00 AM,10:56:39 AM,1,1,0,0,1,1,1,1,1,77.77777778,1,1,0,1,1,0,1,1,1,77.77777778,2,2,1,43160,2,19,0,.,1,Wednesday 2/10,2,nophoto,0,0,,,,,,,,,,,,,,,,77.77777778,77.77777778,,,,
10-Feb,19.27,12:02:00 PM,12:21:16 PM,1,0,1,1,1,1,1,0,0,66.66666667,1,1,1,1,1,0,1,1,1,88.88888889,1,1,2,43166,2,19,0,.,0,Wednesday 2/10,2,nophoto,0,0,,,,,,,,,,,,,,,,88.88888889,88.88888889,,,,
12-Feb,21.00,3:00:00 PM,3:21:00 PM,1,1,1,0,1,1,1,0,1,77.77777778,1,1,1,1,1,0,0,1,0,66.66666667,2,2,1,43179,1,19,0,.,1,Friday 2/12,4,nophoto,0,0,,,,,,,,,,,,,,,,66.66666667,66.66666667,,,,
9-Feb,18.07,3:43:00 PM,4:01:04 PM,1,0,0,1,0,1,0,1,1,55.55555556,1,0,1,1,0,1,0,1,1,66.66666667,2,2,1,43187,1,20,0,.,1,Tuesday 2/9,1,nophoto,0,0,,,,,,,,,,,,,,,,66.66666667,66.66666667,,,,
16-Feb,18.53,10:23:00 AM,10:41:32 AM,1,1,1,1,1,1,1,1,1,100,1,1,1,0,1,0,0,1,0,55.55555556,2,2,2,43196,1,18,1,5,1,Tuesday 2/16,5,photo,0,0,,,,,,,,,,,,,,,,55.55555556,55.55555556,0,,,
17-Feb,19.18,1:04:00 PM,1:23:11 PM,0,1,0,1,1,1,1,1,1,77.77777778,1,1,0,0,1,1,1,1,0,66.66666667,2,2,1,43205,1,18,1,10,1,Wednesday 2/17,6,photo,0,0,1,0,0,0,0,0,0,0,0,9,10,1,8,100,55.55555556,100,55.5555555,1,,,
17-Feb,14.60,4:10:00 PM,4:24:36 PM,1,0,1,1,0,1,0,1,1,66.66666667,1,1,1,1,0,1,1,1,1,88.88888889,2,1,2,43238,1,20,0,.,1,Wednesday 2/17,6,nophoto,0,0,,,,,,,,,,,,,,,,88.88888889,88.88888889,,,,
9-Feb,22.25,12:24:00 PM,12:46:15 PM,1,0,1,0,1,1,1,1,1,77.77777778,1,1,1,1,0,0,1,0,1,66.66666667,1,2,1,43239,2,20,1,5,1,Tuesday 2/9,1,photo,0,0,0,0,0,0,0,0,0,0,0,5,5,0,9,,77.77777778,0,77.77777778,1,,,
10-Feb,17.55,12:15:00 PM,12:32:33 PM,1,1,1,1,1,1,1,1,1,100,1,1,0,1,1,0,0,0,0,44.44444444,2,2,2,43244,2,18,0,.,1,Wednesday 2/10,2,nophoto,0,0,,,,,,,,,,,,,,,,44.44444444,44.44444444,,,,
12-Feb,18.18,1:39:00 PM,1:57:11 PM,1,1,1,1,0,1,1,1,1,88.88888889,1,0,0,0,1,0,1,1,0,44.44444444,2,2,1,43255,2,18,0,.,1,Friday 2/12,4,nophoto,0,0,,,,,,,,,,,,,,,,44.44444444,44.44444444,,,,
16-Feb,20.82,2:23:00 PM,2:43:49 PM,1,1,1,1,0,1,1,1,1,88.88888889,0,1,0,1,1,0,0,1,1,55.55555556,2,2,1,43263,2,19,1,9,1,Tuesday 2/16,5,photo,0,0,,,,,,,,,,,,,,,,55.55555556,55.55555556,0,,,
9-Feb,21.85,4:01:00 PM,4:22:51 PM,1,1,1,1,1,1,0,1,1,88.88888889,0,0,0,0,0,0,1,1,0,22.22222222,2,2,1,43287,2,23,1,5,1,Tuesday 2/9,1,photo,0,0,0,0,0,0,0,0,0,1,0,4,5,1,8,100,87.5,100,87.5,1,,,
12-Feb,18.20,1:39:00 PM,1:57:12 PM,1,1,1,1,1,1,0,1,1,88.88888889,0,0,0,1,1,1,1,1,0,55.55555556,2,2,3,43295,2,19,0,.,1,Friday 2/12,4,nophoto,0,0,,,,,,,,,,,,,,,,55.55555556,55.55555556,,,,
