"Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q17","Q18","Q19","Q20","Q21","Q22","Q23","Q24","Q25","Q26","Q27","Q28","Q29","Q30","Q31","Q32","affiliative","selfenhancing","agressive","selfdefeating","age","gender","accuracy"
1,2,2,2,4,2,4,3,1,1,2,4,4,1,4,2,2,1,4,2,4,5,3,2,2,2,2,4,2,1,3,3,4.3,1.9,3,2.8,37,2,75
1,3,3,4,4,4,4,3,1,3,1,3,5,5,5,3,1,3,3,2,5,2,3,3,1,5,1,2,1,4,3,4,4.9,3.6,2.9,3,54,2,80
3,3,1,2,2,4,3,3,2,4,3,4,5,5,3,3,2,2,2,2,3,4,2,2,2,3,1,1,4,5,3,3,3.4,3.8,2.3,2.5,17,2,80
3,3,1,2,3,4,2,1,3,3,1,2,3,3,2,4,2,2,1,2,4,3,3,1,3,4,4,2,2,5,3,2,3.4,3.4,2.1,2,22,1,91
1,4,4,3,4,5,4,5,2,4,4,5,5,2,3,2,2,4,5,4,4,1,1,2,-1,5,4,4,1,5,1,3,4.6,3.8,3.3,3.5,19,2,70
2,5,1,1,2,2,2,2,5,2,2,2,5,2,5,1,4,4,4,1,4,4,4,2,2,2,3,1,2,4,2,1,3.3,3.1,2.9,1.4,22,2,90
1,5,3,2,4,3,3,2,2,2,1,5,5,2,5,3,1,2,5,2,5,4,3,2,1,2,2,3,2,2,1,2,4.6,2.8,2.9,2.6,21,2,80
1,4,3,4,5,5,3,2,1,3,1,4,5,5,2,3,1,4,3,3,5,2,2,1,1,4,1,1,1,5,4,2,5,4,2.4,2.5,16,1,75
2,3,3,1,4,4,3,1,4,4,3,2,5,4,4,4,1,3,3,1,5,3,2,1,1,4,2,3,1,3,2,1,4.4,3.5,2.8,1.8,25,1,95
2,1,3,4,2,4,3,1,4,2,3,3,4,2,4,3,4,1,4,3,2,2,5,3,2,3,2,5,3,5,2,4,2.9,2.5,3.3,3.3,18,1,60
4,2,1,1,2,5,4,1,4,1,3,2,4,1,5,5,5,2,2,1,3,5,5,1,2,4,1,1,1,4,5,1,2.9,3,3.3,1.6,28,1,95
2,3,1,5,4,4,4,3,1,4,1,4,5,2,5,2,1,4,2,2,5,2,4,3,1,4,1,5,2,4,5,3,4.6,3.4,2.9,3.4,24,2,99
4,4,2,4,3,4,4,4,2,4,2,4,4,4,5,5,1,4,2,2,5,2,5,2,2,4,1,2,2,4,4,4,3.9,3.8,3.1,3.4,68,2,90
1,5,3,1,4,5,3,1,3,5,2,1,5,5,2,1,2,5,4,1,5,2,3,1,1,5,1,2,1,5,3,2,4.5,4.6,2.6,1.3,35,1,90
3,3,2,3,3,5,5,3,2,3,4,3,4,2,5,3,2,3,4,3,4,3,1,1,3,2,1,1,1,4,4,2,3.8,3.1,3.3,2.4,40,2,90
2,3,4,4,4,5,4,1,2,2,4,3,5,4,3,2,1,3,4,1,5,2,2,2,1,4,1,3,5,4,2,4,4.1,3.4,3,2.5,48,1,100
5,5,1,1,1,4,4,1,5,4,4,1,1,4,5,5,5,4,1,1,1,4,4,1,1,4,1,4,5,3,4,1,1.5,4,3,1.9,21,1,100
2,3,2,5,4,3,3,4,4,3,2,4,5,4,5,2,2,3,2,4,5,4,4,3,4,3,2,4,3,4,4,4,3.6,3.4,3,3.8,33,2,70
1,5,5,1,4,5,4,1,2,5,5,1,5,1,4,5,-1,5,5,1,5,1,3,1,1,5,1,4,1,5,4,1,4.9,4,3.9,1.9,26,2,99
1,3,1,3,4,4,5,2,3,3,2,2,5,3,5,1,1,3,2,2,5,4,5,2,1,4,1,3,1,4,4,3,4.6,3.5,3.1,2.3,19,1,80
1,4,1,1,5,4,5,2,4,4,2,1,5,4,5,4,1,4,1,1,5,3,5,1,1,4,1,4,1,5,5,2,4.6,4,3.1,2,19,1,80
2,3,1,3,4,4,5,2,2,2,1,1,5,3,4,4,1,1,3,1,5,2,4,1,1,3,1,3,1,3,4,1,4.6,2.6,2.9,2,22,2,90
1,3,5,4,5,5,3,1,2,2,5,4,5,2,1,4,1,4,5,2,5,4,1,3,1,4,1,1,1,4,1,4,4.9,3.5,2.8,2.9,16,2,98
3,2,1,4,4,4,3,4,2,2,3,5,4,3,2,2,2,2,4,4,4,3,2,4,2,3,2,3,4,4,3,3,3.6,2.9,2.5,3.6,60,1,70
2,5,3,5,3,5,1,4,3,2,5,3,5,2,2,2,2,4,5,2,4,2,3,3,2,3,2,5,3,4,1,4,3.8,3.4,2.8,3.5,23,2,95
5,5,3,4,4,5,3,2,3,4,4,4,5,5,2,2,1,3,5,2,4,2,1,3,1,3,2,4,3,5,2,3,3.8,4,2.8,3,15,2,85
2,3,2,1,3,4,4,1,3,3,3,1,4,3,5,4,3,2,2,1,4,4,4,2,2,3,1,2,2,4,4,1,3.6,3.3,3.1,1.6,39,2,95
2,3,1,4,3,4,5,3,4,3,1,3,3,3,5,4,2,3,1,1,4,2,5,2,2,4,1,4,2,3,5,4,3.5,3.1,3,3.1,43,2,90
1,4,5,3,5,3,4,4,2,2,3,5,5,5,3,4,1,1,2,3,5,4,2,1,1,5,4,2,1,4,4,2,4.9,3.5,3.4,3,19,1,90
3,4,3,4,1,3,2,4,5,2,2,4,3,2,2,2,3,4,2,3,3,4,3,3,3,-1,3,4,5,4,3,4,2.3,2.9,2.5,3.5,17,1,87
1,4,2,2,4,4,2,4,4,3,2,5,5,4,3,2,2,3,4,4,5,2,1,2,1,5,2,3,2,4,2,2,4.3,3.6,2.3,3,17,1,98
2,2,3,3,2,4,4,1,2,2,2,2,5,3,2,5,3,2,3,1,3,3,1,3,1,2,2,1,3,4,3,3,3.6,2.8,2.5,2.4,19,2,80
2,3,4,3,4,3,4,4,3,2,2,2,5,4,3,3,2,2,1,1,5,2,2,2,1,4,2,3,2,4,3,3,4.3,3,2.6,2.6,41,1,70
2,2,4,5,3,5,2,5,3,2,3,5,4,2,2,2,3,2,5,5,4,5,2,4,2,2,5,5,2,2,2,5,3.6,2.8,3.1,4.5,22,1,90
1,3,3,2,3,4,4,2,2,3,3,4,5,3,3,3,1,3,2,1,5,3,4,2,1,4,2,4,2,3,3,2,4.5,3.3,3,2.5,40,1,80
1,4,3,2,4,2,4,1,1,3,1,5,5,4,4,2,2,3,3,1,4,2,5,4,2,4,1,1,2,4,5,3,4.4,3.3,3.3,2.4,52,2,90
1,3,1,3,5,5,5,1,1,3,2,1,4,3,5,5,2,3,2,1,4,4,3,1,1,3,1,1,1,5,4,1,4.6,3.6,2.9,1.8,27,2,95
2,3,2,4,4,4,3,3,2,5,3,4,5,3,4,4,2,4,4,2,5,3,4,3,1,4,1,4,1,4,3,4,4.5,3.8,3,3.5,32,1,85
1,4,2,2,3,5,5,3,2,3,2,2,5,5,5,4,1,4,4,2,5,1,3,1,1,5,1,1,3,5,4,2,4.4,4,3.3,2.1,22,2,90
4,4,1,1,2,4,5,1,4,5,1,2,5,3,5,3,2,4,1,1,4,3,3,3,2,4,1,1,2,4,4,3,3.4,3.9,2.6,1.9,21,2,90
2,3,1,3,4,4,1,4,2,3,2,4,5,3,5,2,2,3,2,4,5,2,5,3,1,4,1,3,1,5,2,2,4.5,3.4,2.4,3.1,27,3,72
1,3,3,4,4,5,1,1,2,3,2,2,5,4,1,4,1,2,3,1,5,3,4,2,1,3,4,4,1,5,1,1,4.8,3.5,2.4,2.4,18,1,100
1,5,4,5,5,5,1,5,1,1,4,4,5,5,1,1,1,1,5,1,5,4,1,1,1,4,5,2,1,5,1,5,5,3.8,2.8,3,49,1,95
1,4,3,2,4,4,4,2,3,4,2,3,5,4,3,4,1,3,4,1,5,2,2,2,1,4,3,3,2,4,2,3,4.5,3.6,2.9,2.5,41,1,99
2,3,4,1,4,5,4,2,4,2,1,3,5,2,3,3,2,2,2,2,5,2,2,1,1,2,3,1,1,5,5,2,4.3,2.9,3,1.9,27,1,80
3,4,3,2,2,4,3,1,3,2,2,2,2,2,5,4,3,3,1,1,4,2,2,2,3,2,1,1,3,5,3,1,2.9,3,2.5,1.8,30,2,80
2,5,2,3,5,5,5,3,1,3,1,3,5,5,5,2,1,2,2,1,5,4,2,1,1,5,1,3,1,5,5,1,4.9,4.3,2.9,2.1,53,2,90
1,2,3,2,4,4,4,4,2,3,4,3,5,4,5,4,1,3,4,1,4,1,3,2,1,2,1,3,2,3,4,3,4.5,2.8,3.5,2.8,23,1,89
1,4,1,3,4,4,5,3,2,3,2,3,5,2,5,2,1,3,2,2,5,1,5,4,1,3,1,3,1,5,3,4,4.8,3.1,3,3,53,2,95
2,3,4,4,4,5,3,3,3,1,4,3,4,3,2,1,1,3,5,4,4,3,2,4,1,2,4,5,3,5,1,4,4,3.1,3.1,3.5,21,2,100
2,4,3,2,3,4,4,2,3,4,2,2,4,3,3,3,3,3,2,2,4,1,2,2,2,3,2,2,3,4,4,3,3.5,3.3,2.8,2.3,26,2,90
1,5,3,5,4,5,1,5,1,5,4,5,5,5,3,5,1,5,4,5,5,1,3,1,1,5,1,5,1,5,1,5,4.9,4.5,2.5,4.5,38,1,100
1,5,4,4,4,5,3,4,1,4,2,4,5,3,3,2,1,4,5,4,5,3,3,2,1,4,2,4,1,4,4,4,4.9,4,3.3,3.5,26,1,100
1,5,4,5,5,5,3,2,1,5,5,3,5,5,1,1,1,5,5,2,5,2,2,3,5,5,2,5,1,5,1,2,4.5,4.6,2.9,2.9,25,1,99
1,5,2,4,5,5,4,2,1,5,2,4,5,4,5,4,1,1,3,1,5,2,4,3,1,4,1,3,1,5,4,4,5,3.9,3.1,3.1,34,1,85
2,2,4,4,4,4,2,4,2,4,4,4,4,4,5,2,2,2,4,3,3,2,3,4,2,4,3,4,4,4,2,4,3.6,3.3,3.4,3.6,21,2,88
3,2,4,2,1,4,3,2,1,1,1,1,4,1,5,5,4,3,2,1,5,2,1,5,1,4,2,2,5,1,1,1,3.3,2.3,2.4,2.4,19,2,80
4,5,3,3,4,5,2,4,5,3,2,5,5,1,3,3,5,3,5,2,5,5,3,4,1,4,2,5,5,4,1,2,3,3.8,2.6,3.5,20,3,90
2,4,2,2,4,5,4,1,3,2,1,4,4,5,5,1,4,2,1,1,4,1,5,1,2,5,1,1,2,5,5,1,3.6,3.6,3,1.5,53,2,80
1,4,2,2,4,5,5,2,2,4,2,3,5,4,5,5,1,4,4,1,5,2,3,1,1,5,1,4,1,5,2,2,4.8,4.1,3,2.5,54,1,95
2,3,4,3,5,2,3,2,3,3,2,3,5,4,4,3,1,2,3,2,5,3,2,2,2,4,2,3,2,4,4,2,4.4,3.1,3,2.5,32,1,85
1,5,3,5,5,5,3,5,1,4,5,3,5,5,-1,1,1,5,5,3,5,3,2,4,1,5,2,5,3,5,3,3,4.8,4.6,2.9,3.6,33,1,99
2,4,4,4,4,4,3,3,3,4,2,3,4,3,3,2,2,3,4,3,5,3,3,2,2,4,2,4,3,4,3,4,3.9,3.6,3,3.1,15,1,80
1,3,5,4,5,3,1,3,1,3,2,4,5,1,3,1,1,3,3,2,5,2,2,5,1,5,1,4,2,1,2,5,4.9,2.6,2.4,3.5,19,1,90
1,3,2,2,3,4,5,2,5,4,2,2,5,4,4,4,2,4,2,2,5,2,3,2,1,4,3,4,2,3,3,2,4,3.5,3,2.5,18,2,80
2,2,2,4,3,3,5,2,2,4,4,4,4,3,5,2,2,2,1,2,4,4,3,4,1,3,1,1,4,3,4,2,3.8,3,3.1,2.6,51,2,90
1,3,4,4,4,5,2,4,2,3,4,3,4,2,2,2,2,3,4,2,5,3,2,3,2,4,4,5,3,4,1,3,4.1,3.4,2.9,3.3,41,1,100
1,4,3,3,5,5,3,3,1,3,3,3,5,5,2,3,1,4,5,3,5,2,2,2,1,5,4,2,5,5,3,2,4.5,4.1,3.1,2.6,43,2,80
1,4,4,4,4,5,3,4,2,2,2,4,5,3,4,2,1,2,5,3,5,4,1,3,1,3,2,5,2,3,2,4,4.6,3.3,2.9,3.6,23,2,95
2,3,3,3,4,5,4,2,3,2,3,3,5,4,4,4,1,3,4,1,5,1,3,2,1,3,2,3,2,5,3,3,4.4,3.3,3.3,2.6,44,1,75
2,4,3,3,4,5,4,3,2,3,3,2,4,3,3,3,1,2,4,3,5,2,3,2,2,4,1,2,1,3,4,3,4.4,3.3,3.1,2.6,27,1,90
2,4,4,2,3,4,3,2,2,3,4,2,4,5,3,4,2,4,4,2,4,4,3,2,2,4,4,3,2,4,3,2,3.9,4,3.5,2.4,17,1,100
2,1,5,1,3,4,1,2,2,1,2,4,5,2,5,3,1,2,4,2,5,5,3,1,1,1,5,2,1,2,2,1,4.5,2.3,3.4,2,16,1,90
2,4,2,2,4,3,2,3,2,3,4,3,4,4,2,2,2,3,4,2,4,1,4,1,1,3,1,4,2,2,1,3,4.1,2.9,2.5,2.5,17,2,80
1,3,5,3,3,4,3,2,5,3,4,3,5,4,3,3,2,4,5,2,5,3,1,3,1,4,3,5,4,4,1,4,3.8,3.6,3.1,3.1,17,2,90
3,3,1,1,3,5,5,1,3,1,1,1,5,1,5,5,1,5,1,1,5,5,5,1,1,1,1,1,3,5,5,1,4,3.3,3,1.5,25,1,90
2,3,4,3,3,3,4,-1,1,2,1,3,5,2,3,1,1,2,3,2,5,5,2,1,1,2,1,3,1,3,1,4,4.6,2.8,2.4,2.1,20,2,70
3,1,4,3,3,4,3,4,1,1,1,3,5,3,4,2,2,1,1,2,4,5,2,1,1,3,3,5,2,2,4,4,4.1,2.5,2.8,3,27,1,100
5,1,1,1,3,3,5,1,3,1,1,1,1,1,5,3,5,1,3,1,4,5,5,3,5,1,1,1,5,3,5,3,1.9,2,3.3,1.8,64,1,95
2,3,5,3,4,5,1,3,2,3,4,4,5,3,1,2,2,2,1,3,3,4,2,3,1,4,1,4,1,4,1,3,4.3,3.5,2,3.1,23,1,80
1,4,2,2,4,4,5,1,3,4,1,3,5,4,4,1,2,3,3,1,4,2,1,1,1,4,1,3,4,4,3,3,4,3.6,2.5,1.9,64,1,90
2,3,1,1,4,5,1,1,5,3,2,2,5,3,5,5,2,3,3,1,5,3,5,1,1,5,1,3,2,5,5,1,4,3.8,2.9,1.9,38,2,90
2,5,4,1,4,5,2,1,2,5,4,1,5,3,5,3,1,3,5,1,5,1,3,1,1,5,1,4,1,5,2,2,4.6,4,3.3,1.8,29,2,100
3,2,1,3,4,5,3,2,5,1,3,5,5,3,5,3,4,3,3,1,5,1,4,4,3,4,1,5,4,3,3,5,3.1,2.8,2.9,3.5,21,1,85
1,5,4,3,3,4,3,3,3,3,4,5,5,5,2,5,1,5,3,3,5,4,3,4,1,4,2,2,3,5,3,4,4.3,4.4,3,3.6,16,1,90
3,2,2,3,4,5,3,2,5,1,2,4,5,3,4,2,3,2,4,1,4,3,3,1,1,1,1,1,3,3,1,1,3.5,2.5,2.5,1.9,16,1,91
1,5,2,3,4,5,5,3,2,3,2,3,5,4,5,4,4,4,2,3,5,3,4,1,1,4,1,3,3,5,5,3,4.1,4.1,3.3,2.9,58,2,95
4,5,5,2,3,5,4,2,3,5,4,4,4,3,3,5,2,3,4,3,4,1,2,1,2,5,1,3,5,5,4,2,3.1,4,3.4,2.8,19,1,90
2,2,1,2,2,2,5,2,4,3,2,3,2,2,5,4,4,2,2,1,4,4,4,1,2,4,1,1,4,3,4,3,2.8,2.8,3,2.1,31,2,75
1,4,4,3,4,5,3,3,3,3,2,3,5,4,2,2,1,2,4,3,5,3,3,2,1,4,2,3,2,4,1,2,4.5,3.6,2.6,2.6,27,1,80
1,4,4,4,4,5,4,2,3,4,1,5,5,5,5,5,2,4,4,1,5,1,3,3,1,5,1,3,1,5,5,5,4.5,4.1,3.4,3.5,40,2,100
1,3,4,3,4,4,3,2,2,2,4,3,5,5,1,3,3,1,4,1,5,4,2,3,1,5,3,4,1,3,1,4,4.5,3.4,2.8,2.9,18,1,79
4,3,2,2,5,3,2,2,3,2,4,2,4,4,1,3,2,2,2,2,4,2,4,2,2,3,2,2,4,4,1,3,3.5,2.9,2.3,2.3,24,1,80
1,2,3,1,5,5,5,4,5,3,3,2,5,4,5,2,1,3,4,2,5,3,2,3,1,5,4,2,1,5,2,4,4.5,3.8,3.5,2.5,23,1,100
2,5,4,2,3,5,2,1,2,3,2,4,5,4,5,4,1,3,2,1,5,3,3,2,3,3,1,5,2,2,4,2,4.1,3.5,2.9,2.6,16,2,85
4,3,3,2,2,4,2,2,4,2,3,2,3,2,3,4,3,3,2,2,4,4,3,2,3,4,1,2,4,4,3,2,2.6,3.3,2.5,2.3,20,1,90
1,2,3,3,5,5,3,1,1,2,1,2,1,1,4,2,5,3,1,1,1,3,3,3,1,5,1,3,2,1,3,2,3.4,2.8,2.4,2.1,24,2,98
2,3,2,3,4,5,4,2,5,1,2,3,4,2,4,4,1,1,3,2,5,4,1,2,2,3,2,1,3,5,4,3,3.8,3,2.8,2.5,28,1,90
1,4,2,2,5,4,3,1,2,2,4,1,5,3,4,5,1,1,4,1,5,3,4,1,1,4,2,1,1,3,1,1,4.9,3,3,1.6,16,2,90
2,3,4,3,2,4,4,2,3,1,1,4,5,2,3,2,2,2,2,2,4,4,4,3,1,1,4,4,4,2,5,5,3.6,2.4,3.4,3.1,20,1,85
4,5,3,4,4,5,2,2,1,4,3,4,5,5,3,3,1,4,4,3,5,1,2,2,1,5,1,4,2,3,4,3,4.4,4,2.8,3.1,19,2,80
2,2,4,4,3,3,3,2,2,3,2,1,4,2,3,3,2,2,3,2,-1,2,3,2,2,2,1,1,2,2,4,3,3.4,2.3,2.9,2.3,18,2,90
1,2,3,2,4,5,3,2,5,1,4,3,4,4,2,3,2,1,4,2,5,4,2,2,2,5,3,4,1,4,2,2,4,3.3,2.9,2.5,22,1,85
4,3,1,2,4,4,5,1,2,2,2,3,4,3,2,4,2,2,1,1,4,2,5,1,2,4,4,5,2,3,4,1,3.8,2.9,3,2.3,18,2,80
4,3,1,3,3,4,3,2,-1,2,4,1,3,1,5,4,4,3,4,2,3,4,5,3,2,4,2,3,3,5,4,3,3.3,3.3,3.5,2.6,43,1,85
2,4,3,3,3,3,3,3,2,2,2,3,4,2,3,3,2,2,3,2,4,3,2,3,2,2,3,2,3,2,3,3,3.8,2.5,2.8,2.8,27,2,90
3,2,1,3,3,4,3,4,4,4,2,4,3,3,5,2,2,2,1,3,4,5,5,2,1,5,1,3,5,5,5,4,3.1,3.8,2.9,3.1,31,2,95
2,2,4,3,4,5,4,2,5,4,5,3,5,5,2,3,2,3,4,2,5,4,1,3,1,5,2,4,1,3,2,4,4.1,3.9,3,3,17,1,80
2,3,3,2,3,4,5,2,2,2,1,2,5,4,5,5,3,3,2,2,4,3,2,2,1,4,1,2,3,5,3,2,3.9,3.5,2.8,2.4,25,2,90
4,3,4,3,2,2,1,2,3,1,2,3,4,1,4,4,3,1,3,1,4,4,2,3,3,3,2,2,4,3,2,3,2.9,2.3,2.5,2.6,34,1,85
2,3,4,2,4,4,3,4,3,3,4,2,4,4,3,2,2,2,3,2,4,3,3,2,2,3,4,4,2,4,3,2,3.9,3.3,3.4,2.5,18,1,99
2,4,4,2,4,5,2,2,1,4,4,4,5,4,3,2,1,3,4,2,5,2,3,3,1,5,2,2,2,4,1,4,4.6,3.9,2.9,2.6,27,1,100
2,3,3,2,4,4,2,2,2,4,3,3,4,4,2,4,2,4,4,2,3,2,2,1,1,4,3,3,3,4,2,3,3.9,3.6,2.6,2.5,34,1,60
3,2,2,2,2,4,4,3,2,1,1,2,5,2,5,3,3,1,2,2,4,3,2,1,2,1,1,3,3,3,3,2,3.5,2.1,2.5,2.3,19,2,65
5,3,3,2,4,5,3,3,3,3,5,2,5,5,2,3,1,2,3,2,4,3,2,2,1,3,3,3,1,5,2,3,4,3.6,2.9,2.5,30,1,60
3,3,1,3,3,1,3,1,4,4,4,1,5,1,3,5,2,2,3,1,5,4,4,4,2,2,1,4,2,5,3,3,3.8,2.8,2.8,2.8,30,1,100
2,2,2,2,3,4,4,3,2,4,3,4,4,5,4,2,3,2,2,2,4,4,2,1,2,4,1,3,3,5,4,2,3.6,3.8,2.8,2.4,29,2,75
4,4,4,3,4,5,3,2,4,4,4,3,4,4,4,4,4,4,3,2,4,4,3,2,2,4,2,4,2,4,3,4,3.3,4.1,3.3,3,21,1,60
2,3,4,3,4,5,4,2,1,3,1,4,5,2,4,3,1,2,3,1,5,5,4,2,2,3,1,2,1,5,2,3,4.6,3.5,2.9,2.5,20,2,56
2,3,2,2,3,3,4,1,2,2,2,3,5,3,4,4,1,1,2,1,5,3,1,2,2,3,1,1,3,2,4,2,4.1,2.5,2.5,2,25,2,80
1,4,5,4,4,5,3,5,5,5,2,5,5,4,5,3,2,3,1,1,5,1,5,5,1,5,1,5,5,5,5,5,3.8,4,3.4,4.1,21,2,70
1,2,2,5,4,4,2,3,1,1,2,4,4,2,2,3,1,1,4,4,4,4,4,4,2,2,2,1,1,2,1,2,4.5,2.3,2.4,3.3,32,1,90
3,1,1,1,3,4,3,1,5,2,1,3,3,2,3,5,4,1,1,1,2,5,5,1,4,1,1,1,5,3,3,1,2.1,2.4,2.3,1.8,23,1,100
1,2,4,3,4,5,4,4,1,2,1,3,5,3,4,3,1,2,4,2,5,4,3,1,1,5,1,2,1,4,2,1,4.9,3.4,2.9,2.4,27,1,66
1,3,1,1,1,1,5,3,4,4,4,4,4,5,5,5,1,2,4,4,5,1,5,4,4,4,4,4,4,1,1,5,3.3,2.6,3.6,3.8,44,1,100
1,4,3,3,4,5,4,3,4,3,2,3,5,4,4,3,2,3,5,2,4,4,3,3,2,4,1,3,3,4,2,3,3.9,3.9,3,2.9,23,1,80
2,3,4,4,3,3,2,3,3,2,2,4,4,3,3,2,2,2,2,4,4,3,2,3,2,3,3,3,5,3,4,3,3.4,2.8,2.8,3.3,19,2,80
1,3,4,4,3,5,5,3,1,2,2,4,5,3,5,2,1,2,4,3,5,5,3,3,1,3,3,5,2,3,5,4,4.6,3.3,3.9,3.5,18,1,100
2,4,3,3,3,4,3,3,2,3,2,3,4,4,4,3,2,3,2,2,4,2,3,2,1,3,2,3,2,4,2,3,4,3.4,2.6,2.8,26,1,75
4,3,2,2,2,2,4,1,5,1,1,1,2,1,4,5,4,2,2,1,3,-1,4,2,3,4,2,1,5,5,2,1,2,2.3,2.6,1.8,28,1,85
2,3,4,4,3,4,3,2,3,2,3,3,4,3,2,4,3,2,4,2,3,3,1,2,2,4,4,3,3,4,2,3,3.4,3.1,2.9,2.9,48,1,80
2,2,4,3,2,5,3,4,4,2,2,4,4,2,4,2,2,2,4,4,4,3,5,2,2,4,1,4,2,4,4,3,3.5,3,3.4,3.3,46,1,92
3,3,3,3,3,4,4,4,4,3,3,4,4,3,4,2,4,3,2,3,4,4,3,3,2,5,2,4,5,5,4,4,2.9,3.8,3.1,3.4,38,1,85
1,3,4,2,3,5,3,3,2,3,2,4,5,4,3,3,1,2,3,2,5,3,2,1,1,5,2,4,3,5,1,3,4.4,3.8,2.5,2.8,242,1,100
2,4,4,2,3,4,4,4,4,4,4,4,4,4,2,4,3,5,4,2,5,4,3,4,2,4,4,4,4,5,4,4,3.4,4.3,3.6,3.5,18,2,90
1,5,5,3,5,5,4,2,2,4,4,1,5,4,1,3,1,3,4,1,5,1,2,1,1,4,4,4,1,4,3,5,4.9,3.8,3.4,2.5,18,1,96
2,1,4,2,3,1,4,2,2,2,3,3,5,3,2,4,1,2,4,2,5,5,3,2,1,2,2,2,3,2,3,3,4.3,2.3,3.1,2.5,26,2,75
2,4,4,5,3,5,4,4,3,4,4,4,5,4,3,2,2,2,3,3,5,2,1,3,1,4,1,4,3,5,2,4,4,3.8,2.8,3.6,22,1,88
5,4,3,1,2,3,2,1,2,1,3,2,5,3,2,1,2,1,5,1,4,5,3,1,1,2,1,4,2,4,1,1,3.6,2.9,2.5,1.5,53,2,85
1,5,1,2,2,5,5,2,5,5,1,2,5,5,5,4,1,5,1,1,3,1,5,1,1,5,1,1,4,5,5,1,3.5,4.5,3,1.8,28,2,87
3,3,3,3,4,5,2,3,5,2,4,2,5,3,4,4,5,1,3,1,3,5,3,2,1,5,3,2,3,5,4,2,3.1,3.6,3.3,2.4,24,1,90
2,3,3,4,4,4,3,3,2,2,4,4,4,4,2,2,1,2,4,3,5,4,2,1,1,4,2,4,1,3,1,3,4.5,3.3,2.6,3,28,1,90
2,3,4,3,5,5,4,3,3,2,4,4,5,3,5,3,1,2,4,3,5,3,4,2,1,5,1,4,1,3,5,3,4.6,3.3,3.9,3.1,20,1,80
2,5,4,3,4,5,3,4,2,4,4,5,4,4,4,2,1,4,5,4,5,1,3,4,1,5,3,5,1,5,1,4,4.5,4.1,3.4,3.9,151,1,91
4,4,4,2,3,3,3,3,3,2,3,3,3,4,2,3,3,2,3,3,4,2,3,2,3,4,3,3,4,5,2,3,2.9,3.3,2.9,2.8,22,1,65
2,5,3,2,3,5,4,2,5,4,5,1,5,4,3,4,1,4,2,1,5,4,4,4,1,4,1,2,2,5,5,4,4,4.4,3.4,2.5,18,1,100
1,4,4,4,4,4,3,4,1,4,2,5,5,5,2,2,1,3,4,2,5,2,2,2,1,4,2,4,1,4,1,3,4.9,3.8,2.5,3.3,19,1,90
1,5,2,2,4,5,4,4,2,4,2,4,5,5,4,4,1,4,4,2,5,2,1,3,1,5,2,4,1,5,5,4,4.8,4.4,3,3.4,28,1,85
5,3,3,1,2,5,3,1,5,4,4,1,3,5,5,5,5,3,3,1,3,4,4,1,2,4,1,1,4,4,4,1,2.1,4,3.4,1.5,54,2,100
3,2,3,1,4,4,4,2,3,2,3,2,4,2,2,4,4,2,5,2,5,4,2,2,2,2,4,3,2,2,3,2,3.6,2.5,3.3,2.3,23,2,65
1,4,5,3,3,5,2,3,3,5,4,3,5,4,2,2,1,3,5,3,5,3,2,2,1,4,1,2,2,3,1,2,4.4,3.9,2.8,2.5,36,2,85
4,2,2,1,4,2,4,3,5,1,5,1,3,2,4,3,2,1,1,1,2,3,4,1,3,2,1,4,2,4,5,1,2.9,2.1,3.3,1.9,17,1,95
1,4,1,2,5,5,4,2,2,2,1,2,5,3,4,4,1,2,3,2,5,2,3,3,2,3,1,2,2,3,4,2,4.6,3,2.6,2.4,22,2,90
4,2,4,4,2,4,2,3,4,3,3,3,2,2,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,2.5,3,3,3.1,25,1,85
1,3,4,3,5,5,4,3,1,3,5,3,5,3,1,2,1,3,4,2,4,5,1,1,1,3,2,1,1,5,1,4,4.9,3.8,2.8,2.4,27,1,100
3,2,1,2,4,4,4,2,2,1,4,4,5,2,2,3,2,1,4,4,4,5,5,2,2,2,1,2,2,-1,5,3,4,2.1,3.3,2.8,23,1,80
4,1,1,3,2,5,4,1,5,1,4,1,5,1,5,5,5,1,1,1,2,5,5,1,2,1,2,1,2,3,2,1,2.6,2.3,3,1.8,17,2,95
3,3,4,5,4,5,2,5,2,4,3,5,5,3,2,1,1,4,4,5,5,3,2,3,1,4,2,4,2,4,2,4,4.4,3.8,2.6,4,32,1,35
3,4,4,3,2,4,5,2,3,5,3,3,4,4,5,4,3,4,2,1,3,2,1,2,2,5,2,3,3,5,4,3,3.1,4.1,3.3,2.6,16,2,80
3,4,3,2,1,2,2,3,3,2,2,3,4,3,3,3,4,4,3,3,4,3,2,3,2,3,3,3,5,2,2,3,2.8,2.9,2.5,2.9,22,2,88
1,3,5,4,5,4,1,4,1,3,3,4,4,2,2,3,1,3,4,4,5,2,2,2,2,3,4,4,2,3,1,5,4.6,2.9,2.8,3.8,25,2,89
3,4,4,5,2,5,3,4,3,4,3,4,4,2,4,4,3,1,2,2,5,5,4,3,3,4,4,5,5,2,3,2,3,3.4,3.4,3.6,17,2,70
